date,company,ticker,action_type,ratio,action_details
2024-11-11,Nationwide Risk-Managed Income ETF,NUSI,Merger,,Nationwide Risk-Managed Income ETF (NUSI) performed a merger. Holders will receive 1 new unit of NEOS ETF Trust - Nasdaq 100 Hedged Equity Income ETF (NUSI) per unit previously held.
2024-11-08,Nova Mentis Life Science Corp,NOVA,Consolidation,1 for 5,Nova Mentis Life Science Corp (NOVA) performed a name change and a 1 for 5 consolidation. Holders will now hold 1 share of Restart Life Sciences Corp. (HEAL) ) for every 5 shares previously held.
2024-11-08,Lipella Pharmaceuticals Inc,LIPO,Consolidation,1 for 8,Lipella Pharmaceuticals Inc. (LIPO) performed a 1 for 8 consolidation. Holders will now hold 1 share of Lipella Pharmaceuticals Inc. (LIPO) for every 8 shares previously held.
2024-11-08,XChange TECH.INC,XHG,Consolidation,1 for 20,XChange TECH.INC (XHG) performed a 1 for 20 consolidation. Holders will now hold 1 share of XChange TECH.INC (XHG) for every 20 shares previously held.
2024-11-08,Xander Resources Inc,XND,Consolidation,1 for 10,Xander Resources Inc. (XND) performed a 1 for 10 consolidation. Holders will now hold 1 share of Xander Resources Inc. (XND) for every 10 shares previously held.
2024-11-08,Plantify Foods Inc,PTFY,Consolidation,1 for 200,Plantify Foods Inc. (PTFY) performed a 1 for 200 consolidation. Holders will now hold 1 share of Plantify Foods Inc. (PTFY) for every 200 shares previously held.
2024-11-08,Coco Pool Corp,CCPC.P,Consolidation,0.46 for 1,Coco Pool Corp (CCPC.P) performed a name change and a 0.46 for 1 consolidation. Holders will now hold 0.46 share of Viridian Metals Inc. (VRDN) for every 1 shares previously held.
2024-11-07,Apex Critical Metals Corp,APXC,Stock Split,1.5 for 1,Apex Critical Metals Corp (APXC) performed a 1.5 for 1 stock split. Holders will now hold 1.5 shares of Apex Critical Metals Corp (APXC) per old share previously held.
2024-11-07,ProShares Ultra Health Care,RXL,Stock Split,2 for 1,ProShares Ultra Health Care (RXL) performed a 2 for 1 stock split. Holders will now hold 2 shares of ProShares Ultra Health Care (RXL) per old share previously held.
2024-11-07,ProShares UltraShort Yen,YCS,Stock Split,2 for 1,ProShares UltraShort Yen (YCS) performed a 2 for 1 stock split. Holders will now hold 2 shares of ProShares UltraShort Yen (YCS) per old share previously held.
2024-11-07,ProShares Ultra Semiconductors,USD,Stock Split,2 for 1,ProShares Ultra Semiconductors (USD) performed a 2 for 1 stock split. Holders will now hold 2 shares of ProShares Ultra Semiconductors (USD) per old share previously held.
2024-11-07,Saville Resources Inc,SRE,Name Change,1 for 1,Saville Resources Inc. (SRE) performed a 1 for 1 name change to Future Fuels Inc. (FTUR).
2024-11-07,ENDRA Life Sciences Inc,NDRA,Consolidation,1 for 35,ENDRA Life Sciences Inc (NDRA) performed a 1 for 35 consolidation. Holders will now hold 1 share of ENDRA Life Sciences Inc (NDRA) for every 35 shares previously held.
2024-11-07,Proshares Trust - UltraShort Real Estate,SRS,Consolidation,1 for 4,Proshares Trust - UltraShort Real Estate (SRS) performed a 1 for 4 consolidation. Holders will now hold 1 share of Proshares Trust - UltraShort Real Estate (SRS) for every 4 shares previously held.
2024-11-07,ProShares UltraShort Silver,ZSL,Consolidation,1 for 4,ProShares UltraShort Silver (ZSL) performed a 1 for 4 consolidation. Holders will now hold 1 share of ProShares UltraShort Silver (ZSL) for every 4 shares previously held.
2024-11-07,ProShares UltraShort Utilities,SDP,Consolidation,1 for 2,ProShares UltraShort Utilities (SDP) performed a 1 for 2 consolidation. Holders will now hold 1 share of ProShares UltraShort Utilities (SDP) for every 2 shares previously held.
2024-11-07,ProShares Short MSCI Emerging Markets,EUM,Consolidation,1 for 2,ProShares Short MSCI Emerging Markets (EUM) performed a 1 for 2 consolidation. Holders will now hold 1 share of ProShares Short MSCI Emerging Markets (EUM) for every 2 shares previously held.
2024-11-07,ProShares UltraShort Oil & Gas,DUG,Consolidation,1 for 4,ProShares UltraShort Oil & Gas (DUG) performed a 1 for 4 consolidation. Holders will now hold 1 share of ProShares UltraShort Oil & Gas (DUG) for every 4 shares previously held.
2024-11-07,Proshares Trust II - Vix Short Term Futures ETF New 2023P/s,VIXY,Consolidation,1 for 4,Proshares Trust II - Vix Short Term Futures ETF New 2023P/s (VIXY) performed a 1 for 4 consolidation. Holders will now hold 1 share of Proshares Trust II - Vix Short Term Futures ETF New 2023P/s (VIXY) for every 4 shares previously held.
2024-11-07,ProShares UltraShort FTSE Europe,EPV,Consolidation,1 for 5,ProShares UltraShort FTSE Europe (EPV) performed a 1 for 5 consolidation. Holders will now hold 1 share of ProShares UltraShort FTSE Europe (EPV) for every 5 shares previously held.
2024-11-07,Proshares Trust - Ultra-Short MSCI Japan,EWV,Consolidation,1 for 4,Proshares Trust - Ultra-Short MSCI Japan (EWV) performed a 1 for 4 consolidation. Holders will now hold 1 share of Proshares Trust - Ultra-Short MSCI Japan (EWV) for every 4 shares previously held.
2024-11-07,Proshares Trust - Short Bitcoin Strategy ETF,BITI,Consolidation,1 for 5,Proshares Trust - Short Bitcoin Strategy ETF (BITI) performed a 1 for 5 consolidation. Holders will now hold 1 share of Proshares Trust - Short Bitcoin Strategy ETF (BITI) for every 5 shares previously held.
2024-11-07,ProShares UltraShort Basic Materials,SMN,Consolidation,1 for 2,ProShares UltraShort Basic Materials (SMN) performed a 1 for 2 consolidation. Holders will now hold 1 share of ProShares UltraShort Basic Materials (SMN) for every 2 shares previously held.
2024-11-07,ProShares UltraShort Financials,SKF,Consolidation,1 for 4,ProShares UltraShort Financials (SKF) performed a 1 for 4 consolidation. Holders will now hold 1 share of ProShares UltraShort Financials (SKF) for every 4 shares previously held.
2024-11-07,ProShares UltraShort Russell2000,TWM,Consolidation,1 for 5,ProShares UltraShort Russell2000 (TWM) performed a 1 for 5 consolidation. Holders will now hold 1 share of ProShares UltraShort Russell2000 (TWM) for every 5 shares previously held.
2024-11-07,Proshares Trust - Shares Shtfinl ETF,SEF,Consolidation,1 for 4,Proshares Trust - Shares Shtfinl ETF (SEF) performed a 1 for 4 consolidation. Holders will now hold 1 share of Proshares Trust - Shares Shtfinl ETF (SEF) for every 4 shares previously held.
2024-11-07,ProShares UltraShort Semiconductors -2x Shares,SSG,Consolidation,1 for 5,ProShares UltraShort Semiconductors -2x Shares (SSG) performed a 1 for 5 consolidation. Holders will now hold 1 share of ProShares UltraShort Semiconductors -2x Shares (SSG) for every 5 shares previously held.
2024-11-07,ProShares UltraPro Short Dow30,SDOW,Consolidation,1 for 4,ProShares UltraPro Short Dow30 (SDOW) performed a 1 for 4 consolidation. Holders will now hold 1 share of ProShares UltraPro Short Dow30 (SDOW) for every 4 shares previously held.
2024-11-07,ProShares UltraShort MSCI EAFE,EFU,Consolidation,1 for 2,ProShares UltraShort MSCI EAFE (EFU) performed a 1 for 2 consolidation. Holders will now hold 1 share of ProShares UltraShort MSCI EAFE (EFU) for every 2 shares previously held.
2024-11-07,ProShares UltraPro Short QQQ,SQQQ,Consolidation,1 for 5,ProShares UltraPro Short QQQ (SQQQ) performed a 1 for 5 consolidation. Holders will now hold 1 share of ProShares UltraPro Short QQQ (SQQQ) for every 5 shares previously held.
2024-11-07,ProShares Short S&P500,SH,Consolidation,1 for 4,ProShares Short S&P500 (SH) performed a 1 for 4 consolidation. Holders will now hold 1 share of ProShares Short S&P500 (SH) for every 4 shares previously held.
2024-11-07,Proshares Trust II - Ultra Bloomberg Natural Gaspost R/splt,BOIL,Consolidation,1 for 5,Proshares Trust II - Ultra Bloomberg Natural Gaspost R/splt (BOIL) performed a 1 for 5 consolidation. Holders will now hold 1 share of Proshares Trust II - Ultra Bloomberg Natural Gaspost R/splt (BOIL) for every 5 shares previously held.
2024-11-07,Focus Impact Acquisition Corp,FIAC,Merger,,Focus Impact Acquisition Corp (Class A) (FIAC) performed a merger. Holders will now receive 0.9692 shares of DevvStream Corp.(DEVS) per old share previously held.
2024-11-07,FOCUS IMPACT ACQUISITION CORP 1 Ord Share Class A & 1/2 Wts,FIACU,Acquisition,,FOCUS IMPACT ACQUISITION CORP 1 Ord Share Class A & 1/2 Wts (FIACU) performed a mandatory exchange. Holders will now receive 0.9692 shares of DevvStream Corp.(DEVS) plus 0.5 WTS DEVVSTREAM CORP BEF per old share previously held.
2024-11-07,Devvstream Holdings Inc,DESG,Merger,,Devvstream Holdings Inc. (DESG) performed a merger. Holders will now receive 0.152934 new shares of DevvStream Corp.(DEVS) per old share previously held.
2024-11-06,Steadright Critical Minerals Inc,SCM,Consolidation,1 for 2,Steadright Critical Minerals Inc (SCM) performed a 1 for 2 consolidation. Holders will now hold 1 share of Steadright Critical Minerals Inc (SCM) for every 2 shares previously held.
2024-11-06,Newfoundland Discovery Corp,NEWD,Consolidation,1 for 10,Newfoundland Discovery Corp (NEWD) performed a 1 for 10 consolidation. Holders will now hold 1 share of Newfoundland Discovery Corp (NEWD) for every 10 shares previously held.
2024-11-06,Fremont Gold Ltd,FRE,Name Change,1 for 1,Fremont Gold Ltd (FRE) performed a 1 for 1 name change to Hayasa Metals Inc. (HAY).
2024-11-06,Weekapaug Lithium Limited,GRUV,Name Change,1 for 1,Weekapaug Lithium Limited (GRUV) performed a 1 for 1 name change to Protium Clean Energy Corp. (GRUV).
2024-11-06,OneSoft Solutions Inc,OSS,Merger,,OneSoft Solutions Inc (OSS) performed a merger. Holders will receive 0.88 CAD per share held.
2024-11-05,Dr. Reddy`s Laboratories Ltd,RDY,Stock Split,5 for 1,Dr. Reddy`s Laboratories Ltd. (RDY) performed a 5 for 1 stock split. Holders will now hold 5 shares of Dr. Reddy`s Laboratories Ltd. (RDY) per old share previously held.
2024-11-05,Qualigen Therapeutics Inc,QLGN,Consolidation,1 for 50,Qualigen Therapeutics Inc (QLGN) performed a 1 for 50 consolidation. Holders will now hold 1 share of Qualigen Therapeutics Inc (QLGN) for every 50 shares previously held.
2024-11-05,Aqua Metals Inc,AQMS,Consolidation,1 for 20,Aqua Metals Inc. (AQMS) performed a 1 for 20 consolidation. Holders will now hold 1 share of Aqua Metals Inc. (AQMS) for every 20 shares previously held.
2024-11-05,Alpha Cognition Inc,ACOG,Consolidation,1 for 25,Alpha Cognition Inc (ACOG) performed a 1 for 25 consolidation. Holders will now hold 1 share of Alpha Cognition Inc (ACOG) for every 25 shares previously held.
2024-11-05,Vci Global Limited,VCIG,Consolidation,1 for 49,Vci Global Limited (VCIG) performed a 1 for 49 consolidation. Holders will now hold 1 share of Vci Global Limited (VCIG) for every 49 shares previously held.
2024-11-05,Stelco Holdings Inc,STLC,Merger,,Stelco Holdings Inc (STLC) performed a merger. Holders will receive 60 CAD plus 0.454 shares of Cleveland-Cliffs Inc per share held.
2024-11-05,Rubellite Energy Inc,RBY,Name Change,1 for 1,Rubellite Energy Inc (RBY) performed a 1 for 1 name change to Rubellite Energy Corp (RBY).
2024-11-05,Perpetual Energy Inc,PMT,Merger,,Perpetual Energy Inc (PMT) performed a merger. Holders will receive 0.2 new shares of Rubellite Energy Corp (RBY) per share held.
2024-11-05,Stericycle Inc,SRCL,Merger,,Stericycle Inc.(SRCL) performed a merger. Holders will receive 62 USD per share held.
2024-11-04,Direxion Daily Gold Miners Index Bear 2X Shares,DUST,Consolidation,1 for 10,Direxion Daily Gold Miners Index Bear 2X Shares (DUST) performed a 1 for 10 consolidation. Holders will now hold 1 share of Direxion Daily Gold Miners Index Bear 2X Shares (DUST) for every 10 shares previously held.
2024-11-04,Nano Labs Limited,NA,Consolidation,1 for 10,Nano Labs Limited (NA) performed a 1 for 10 consolidation. Holders will now hold 1 share of Nano Labs Limited (NA) for every 10 shares previously held.
2024-11-04,Direxion Daily Dow Jones Internet Bear 3X Shares,WEBS,Consolidation,1 for 10,Direxion Daily Dow Jones Internet Bear 3X Shares (WEBS) performed a 1 for 10 consolidation. Holders will now hold 1 share of Direxion Daily Dow Jones Internet Bear 3X Shares (WEBS) for every 10 shares previously held.
2024-11-04,Direxion Daily FTSE China Bear 3X Shares,YANG,Consolidation,1 for 20,Direxion Daily FTSE China Bear 3X Shares (YANG) performed a 1 for 20 consolidation. Holders will now hold 1 share of Direxion Daily FTSE China Bear 3X Shares (YANG) for every 20 shares previously held.
2024-11-04,C2C Metals Corp,CTOC,Name Change,1 for 1,C2C Metals Corp (CTOC) performed a 1 for 1 name change to Urano Energy Corp (UE).
2024-11-04,Glatfelter Corporation,GLT,Consolidation,1 for 13,Glatfelter Corporation (GLT) performed a 1 for 13 consolidation. Holders will now hold 1 share of Magnera Corp. (MAGN) for every 13 shares previously held.
2024-11-04,GraniteShares ETF Trust - 2X Short Nvda Daily ETF,NVD,Consolidation,1 for 25,GraniteShares ETF Trust - 2X Short Nvda Daily ETF (NVD) performed a 1 for 25 consolidation. Holders will now hold 1 share of GraniteShares ETF Trust - 2X Short Nvda Daily ETF (NVD) for every 25 shares previously held.
2024-11-04,Direxion Shares ETF Trust - Daily Technology Bear 3X Shares Oct 2021,TECS,Consolidation,1 for 10,Direxion Shares ETF Trust - Daily Technology Bear 3X Shares Oct 2021 (TECS) performed a 1 for 10 consolidation. Holders will now hold 1 share of Direxion Shares ETF Trust - Daily Technology Bear 3X Shares Oct 2021 (TECS) for every 10 shares previously held.
2024-11-04,European Energy Metals Corp,FIN,Name Change,1 for 1,European Energy Metals Corp (FIN) performed a 1 for 1 name change to Grit Metals Corp. (FIN).
2024-11-04,Flying Nickel Mining Corp,FLYN,Name Change,1 for 1,Flying Nickel Mining Corp (FLYN) performed a 1 for 1 name change to CleanTech Vanadium Mining Corp. (CTV).
2024-11-04,Reyna Gold Corp,REYG,Merger,,Reyna Gold Corp. (REYG) performed a merger. Holders will receive 0.3333 shares of Reyna Silver Corp (RSLV) per share held.
2024-11-04,i3 Energy Plc,ITE,Merger,,i3 Energy Plc (ITE) performed a merger. Holders will receive 0.0048309095143 shares of Gran Tierra Energy Inc. (GTE.TO) plus 0.185215939977 CAD per share previously held.
2024-11-04,GSE Systems Inc,GVP,Merger,,GSE Systems Inc. (GVP) performed a merger. Holders will receive 4.60 USD per share held.
2024-11-01,MDU Resources Group Inc,MDU,Spinoff,,"MDU Resources Group Inc (MDU) performed a spinoff. Holders will receive 1 share of Everus Construction Group Inc. (ECG) per 4 MDU Resources Group Inc (MDU) shares held as of record date of November 01, 2024."
2024-11-01,GRIID Infrastructure Inc,GRDI,Merger,,GRIID Infrastructure Inc. (GRDI) performed a merger. Details of the event are still to be determined.
2024-11-01,Fundamental Global Inc,FGF,Consolidation,1 for 25,Fundamental Global Inc. (FGF) performed a 1 for 25 consolidation. Holders will now hold 1 share of Fundamental Global Inc. (FGF) for every 25 shares previously held.
2024-11-01,Iteris Inc,ITI,Merger,,Iteris Inc. (ITI) performed a merger. Holders will receive 7.20 USD per share held.
2024-10-31,Starbox Group Holdings Limited,STBX,Consolidation,1 for 16,Starbox Group Holdings Limited (STBX) performed a 1 for 16 consolidation. Holders will now hold 1 share of Starbox Group Holdings Limited (STBX) for every 16 shares previously held.
2024-10-31,Uniserve Communications Corp,USS,Consolidation,1 for 3,Uniserve Communications Corp. (USS) performed a 1 for 3 consolidation. Holders will now hold 1 share of Uniserve Communications Corp. (USS) for every 3 shares previously held.
2024-10-31,Sterling Check Corp,STER,Merger,,Sterling Check Corp (STER) performed a merger. Holders will receive 16.73 USD per share.
2024-10-31,Guardion Health Sciences Inc,GHSI,Liquidation,,Guardion Health Sciences Inc (GHSI) performed a liquidation. Details of the event are still to be determined.
2024-10-31,Armada Data Corp,ARD,Merger,,Armada Data Corp. (ARD) performed a merger. Holders will receive 0.04 CAD per share held.
2024-10-30,Kezar Life Sciences Inc,KZR,Consolidation,1 for 10,Kezar Life Sciences Inc. (KZR) performed a 1 for 10 consolidation. Holders will now hold 1 share of Kezar Life Sciences Inc. (KZR) for every 10 shares previously held.
2024-10-30,Osisko Mining Inc,OSK,Merger,,Osisko Mining Inc (OSK) performed a merger. Holders will receive 4.90 CAD per share held.
2024-10-30,Axcap Ventures Inc,AXCP,Stock Split,2.4 for 1,Axcap Ventures Inc. (AXCP) performed a 2.4 for 1 stock split. Holders will now hold 2.4 shares of Axcap Ventures Inc. (AXCP) for every shares previously held.
2024-10-30,Terran Orbital Corp,LLAP,Merger,,Terran Orbital Corp (LLAP) performed a merger. Holders will receive 0.25 USD per share held.
2024-10-30,ClearBridge Focus Value ETF,CFCV,Liquidation,,ClearBridge Focus Value ETF (CFCV) performed a liquidation. Details of the event are still to be determined.
2024-10-29,Lode Gold Resources Inc,LOD,Consolidation,1 for 10,Lode Gold Resources Inc. (LOD) performed a 1 for 10 consolidation. Holders will now hold 1 share of Lode Gold Resources Inc. (LOD) for every 10 shares previously held.
2024-10-29,Movano Inc,MOVE,Consolidation,1 for 15,Movano Inc (MOVE) performed a 1 for 15 consolidation. Holders will now hold 1 share of Movano Inc (MOVE) for every 15 shares previously held.
